country,week,cases_pm,vaccination_rate,stringency,population_density,hospital_beds,median_age,age65,gdp_pc,treatment
Afghanistan,2021-01-04,2.7457142857142856,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-01-11,1.7428571428571427,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-01-18,2.1514285714285717,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-01-25,1.5071428571428573,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-02-01,1.0985714285714285,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-02-08,0.5528571428571428,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-02-15,0.39428571428571424,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-02-22,0.3871428571428571,0.002857142857142857,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-03-01,0.4685714285714285,0.0,12.040000000000001,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-03-08,0.4857142857142857,0.0,25.268571428571427,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-03-15,0.41571428571428576,0.018571428571428572,30.56,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-03-22,0.6728571428571428,0.0,27.38,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-03-29,1.3442857142857143,0.0,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-04-05,1.7042857142857142,0.041428571428571426,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-04-12,2.2285714285714286,0.0,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-04-19,3.697142857142857,0.08285714285714285,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-04-26,4.502857142857143,0.0,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-05-03,6.055714285714286,0.0,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-05-10,5.78,0.15571428571428572,26.85,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-05-17,7.8999999999999995,0.16285714285714284,30.81857142857143,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-05-24,17.71857142857143,0.6671428571428571,49.33857142857143,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-05-31,29.794285714285714,0.33428571428571424,41.67,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-06-07,37.44714285714286,0.16714285714285712,42.19857142857143,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-06-14,42.40428571428571,0.16857142857142857,46.3,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-06-21,43.35142857142857,0.42857142857142855,46.3,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-06-28,37.06428571428571,0.24285714285714285,46.3,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-07-05,31.085714285714285,0.7671428571428571,54.63142857142857,54.42,0.5,18.6,2.58,1803.99,1
Afghanistan,2021-07-12,24.728571428571428,0.0,56.02,54.42,0.5,18.6,2.58,1803.99,1
Afghanistan,2021-07-19,11.508571428571429,0.0,56.02,54.42,0.5,18.6,2.58,1803.99,1
Afghanistan,2021-07-26,12.78,0.0,52.31,54.42,0.5,18.6,2.58,1803.99,1
Afghanistan,2021-08-02,10.41,0.0,52.31,54.42,0.5,18.6,2.58,1803.99,1
Afghanistan,2021-08-09,5.5442857142857145,0.0,48.011428571428574,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-08-16,1.6828571428571428,0.2671428571428572,22.22,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-08-23,1.837142857142857,0.0,22.22,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-08-30,1.3728571428571428,0.26857142857142857,18.52,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-09-06,1.9957142857142858,0.0,18.52,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-09-13,1.9328571428571428,0.0,30.16,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-09-20,1.2671428571428571,0.0,35.19,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-09-27,0.8514285714285714,0.2871428571428571,35.19,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-10-04,0.7142857142857143,0.0,35.19,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-10-11,0.9614285714285715,0.0,35.19,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-10-18,0.7071428571428572,0.0,34.52285714285714,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-10-25,0.9500000000000001,0.0,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-11-01,0.6585714285714286,0.0,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-11-08,0.8342857142857143,1.2257142857142858,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-11-15,1.2385714285714287,0.0,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-11-22,1.147142857142857,0.0,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-11-29,0.8485714285714286,0.0,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-12-06,0.6342857142857143,0.0,25.0,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-12-13,0.4714285714285714,0.0,22.617142857142856,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-12-20,0.5528571428571428,0.0,19.44,54.42,0.5,18.6,2.58,1803.99,0
Afghanistan,2021-12-27,0.0,2.0140000000000002,19.44,54.42,0.5,18.6,2.58,1803.99,0
Albania,2021-01-04,184.6585714285714,0.0,56.48,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-01-11,215.07285714285715,0.0071428571428571435,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-01-18,203.09857142857143,0.011428571428571429,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-01-25,287.72285714285715,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-02-01,340.11428571428576,0.002857142857142857,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-02-08,391.6985714285714,0.002857142857142857,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-02-15,357.39428571428573,0.018571428571428572,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-02-22,369.82142857142856,0.03,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-03-01,306.77,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-03-08,243.61714285714285,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-03-15,196.9857142857143,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-03-22,161.36714285714285,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-03-29,132.67142857142858,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-04-05,98.67,0.0,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-04-12,76.39,0.0,54.63,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-04-19,48.652857142857144,0.0,54.63,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-04-26,41.175714285714285,0.0,54.63,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-05-03,24.857142857142858,0.0,61.24714285714286,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-05-10,18.28857142857143,8.944285714285714,60.19,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-05-17,10.811428571428573,14.017142857142858,54.23714285714285,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-05-24,6.668571428571428,9.66,46.3,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-05-31,4.395714285714286,9.83,46.3,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-06-07,3.2842857142857143,17.55142857142857,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-06-14,2.3742857142857146,12.825714285714286,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-06-21,1.1114285714285714,10.62857142857143,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-06-28,1.01,16.970000000000002,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-07-05,2.7285714285714286,20.47,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-07-12,3.3857142857142857,21.0,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-07-19,9.144285714285715,12.518571428571429,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-07-26,10.508571428571429,13.417142857142858,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-08-02,28.04,17.33142857142857,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-08-09,78.25857142857141,11.125714285714285,37.96,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-08-16,151.16285714285715,19.467142857142857,38.22571428571428,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-08-23,254.73285714285717,24.284285714285716,38.89,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-08-30,300.2528571428571,16.764285714285712,38.89,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-09-06,312.0242857142857,31.091428571428573,41.67,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-09-13,304.6985714285714,27.43,41.67,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-09-20,271.1014285714286,23.28857142857143,41.67,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-09-27,206.53428571428572,28.49857142857143,41.00571428571429,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-10-04,171.27,28.885714285714283,40.74,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-10-11,148.53571428571428,14.668571428571429,40.74,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-10-18,177.58571428571426,29.857142857142858,40.74,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-10-25,187.79142857142855,20.27285714285714,40.74,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-11-01,184.60857142857142,20.642857142857142,40.74,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-11-08,203.04857142857142,20.947142857142858,45.505714285714284,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-11-15,177.33285714285714,21.214285714285715,46.3,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-11-22,162.1257142857143,16.111428571428572,46.3,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-11-29,116.85714285714286,21.674285714285713,48.67857142857143,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-12-06,109.63285714285713,21.97714285714286,51.85,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-12-13,101.49857142857142,22.34,51.85,104.87,2.89,38.0,13.19,11803.43,1
Albania,2021-12-20,100.89285714285714,11.347142857142858,49.471428571428575,104.87,2.89,38.0,13.19,11803.43,0
Albania,2021-12-27,0.0,8.032,46.3,104.87,2.89,38.0,13.19,11803.43,0
Algeria,2021-01-04,5.51,0.0,72.22,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-01-11,5.3342857142857145,0.0,72.22,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-01-18,5.522857142857142,0.0,72.22,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-01-25,5.507142857142857,0.0,72.22,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-02-01,5.434285714285714,0.0,72.22,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-02-08,5.217142857142858,0.0,72.22,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-02-15,3.93,0.02428571428571429,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-02-22,3.757142857142857,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-03-01,3.5942857142857143,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-03-08,3.2642857142857147,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-03-15,2.9,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-03-22,2.1485714285714286,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-03-29,2.4314285714285715,0.0,85.18999999999998,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-04-05,2.682857142857143,0.0,85.18999999999998,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-04-12,3.48,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-04-19,3.927142857142857,0.0,77.78,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-04-26,4.9471428571428575,0.0,71.82285714285715,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-05-03,4.991428571428571,0.0,70.83,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-05-10,4.064285714285714,0.0,70.83,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-05-17,4.577142857142857,0.0,61.57,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-05-24,5.67,0.0,61.57,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-05-31,6.988571428571428,0.0,61.57,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-06-07,7.5042857142857144,0.0,52.04714285714285,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-06-14,7.902857142857143,0.0,50.46,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-06-21,7.938571428571429,0.0,50.46,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-06-28,9.09142857142857,0.0,50.46,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-07-05,13.472857142857142,0.0,50.46,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-07-12,21.71857142857143,0.0,50.46,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-07-19,27.197142857142858,0.0,51.85,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-07-26,33.058571428571426,0.0,49.46714285714285,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-08-02,28.15857142857143,0.0,49.07,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-08-09,19.787142857142857,0.0,49.07,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-08-16,14.185714285714285,1.0885714285714285,49.07,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-08-23,10.994285714285713,0.0,49.07,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-08-30,9.385714285714286,1.5914285714285714,49.07,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-09-06,6.7942857142857145,1.8499999999999999,52.25,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-09-13,4.404285714285714,0.0,52.78000000000001,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-09-20,4.24,1.9142857142857144,55.951428571428565,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-09-27,3.4014285714285712,0.0,56.48,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-10-04,2.617142857142857,0.0,56.48,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-10-11,2.2271428571428573,0.0,51.85,17.35,1.9,29.1,6.21,13913.84,1
Algeria,2021-10-18,1.7314285714285713,2.012857142857143,43.25,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-10-25,1.91,4.045714285714285,39.81,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-11-01,2.2642857142857142,2.0357142857142856,39.81,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-11-08,2.494285714285714,4.0928571428571425,39.81,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-11-15,3.0342857142857143,2.13,39.81,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-11-22,3.584285714285714,4.2700000000000005,39.81,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-11-29,4.137142857142857,4.331428571428572,50.0,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-12-06,4.257142857142857,0.0,50.0,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-12-13,5.271428571428571,2.232857142857143,49.207142857142856,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-12-20,6.427142857142857,2.245714285714286,39.81,17.35,1.9,29.1,6.21,13913.84,0
Algeria,2021-12-27,0.0,0.0,39.81,17.35,1.9,29.1,6.21,13913.84,0
Argentina,2021-01-04,266.57714285714286,0.21857142857142858,79.17,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-01-11,245.2242857142857,0.4471428571428571,79.17,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-01-18,249.53428571428572,0.5685714285714286,79.17,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-01-25,192.49285714285716,0.6228571428571429,79.17,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-02-01,161.29714285714286,0.6900000000000001,79.17,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-02-08,159.6457142857143,0.8228571428571428,79.17,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-02-15,134.29714285714286,1.0285714285714287,78.10714285714286,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-02-22,140.63285714285715,1.8542857142857143,77.31000000000002,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-03-01,137.5557142857143,2.7542857142857144,77.31000000000002,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-03-08,158.18142857142857,4.137142857142857,71.76,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-03-15,162.43571428571428,5.482857142857142,70.56857142857143,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-03-22,224.8857142857143,6.508571428571429,71.56142857142858,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-03-29,295.65999999999997,7.9557142857142855,71.76,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-04-05,482.51142857142855,10.144285714285713,71.76,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-04-12,517.6028571428571,12.312857142857142,71.76,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-04-19,521.4757142857143,13.897142857142857,71.76,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-04-26,445.1485714285714,15.76,71.76,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-05-03,455.2642857142857,17.21857142857143,82.47428571428573,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-05-10,522.2157142857143,18.231428571428573,84.26,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-05-17,738.26,19.48857142857143,83.46571428571428,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-05-24,655.4300000000001,20.725714285714286,81.48,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-05-31,614.1314285714286,23.91714285714286,81.48,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-06-07,512.0857142857143,28.41142857142857,78.30857142857143,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-06-14,433.0142857142857,31.487142857142857,77.78,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-06-21,418.89142857142855,34.85142857142857,75.39714285714285,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-06-28,394.65714285714284,39.15714285714286,75.0,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-07-05,342.54857142857145,43.34428571428572,75.0,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-07-12,330.6857142857143,48.050000000000004,75.0,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-07-19,277.95,52.32285714285714,75.0,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-07-26,274.4171428571429,55.75285714285714,74.14714285714285,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-08-02,253.0614285714286,58.23714285714285,74.24142857142859,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-08-09,196.02,59.67857142857143,74.75714285714285,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-08-16,148.6657142857143,60.847142857142856,74.61428571428571,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-08-23,120.38571428571429,62.10142857142857,74.39999999999999,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-08-30,89.76142857142858,63.15857142857143,74.17285714285715,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-09-06,62.48142857142857,63.92428571428571,73.93571428571428,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-09-13,44.74,64.51571428571428,73.75,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-09-20,34.597142857142856,65.33571428571427,73.56857142857143,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-09-27,29.101428571428574,66.19142857142857,59.49142857142857,16.18,5.0,31.9,11.2,18933.91,1
Argentina,2021-10-04,20.868571428571432,67.07857142857144,40.824285714285715,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-10-11,22.695714285714285,68.87285714285714,40.76142857142857,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-10-18,27.04714285714286,72.58285714285714,40.70428571428572,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-10-25,28.389999999999997,76.05999999999999,40.65571428571428,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-11-01,27.18857142857143,78.37,40.60142857142857,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-11-08,29.62,79.96571428571428,40.544285714285714,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-11-15,32.238571428571426,80.82714285714285,39.68571428571429,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-11-22,37.29714285714285,81.57714285714285,39.142857142857146,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-11-29,49.59142857142857,82.46714285714286,38.701428571428565,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-12-06,63.478571428571435,83.24714285714286,37.540000000000006,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-12-13,118.92571428571429,83.93714285714285,37.07857142857143,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-12-20,273.0485714285714,84.54285714285713,36.81,16.18,5.0,31.9,11.2,18933.91,0
Argentina,2021-12-27,0.0,85.118,36.594,16.18,5.0,31.9,11.2,18933.91,0
Australia,2021-01-04,0.6114285714285714,0.0,70.83,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-01-11,0.6157142857142857,0.0,55.089999999999996,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-01-18,0.3157142857142857,0.0,55.089999999999996,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-01-25,0.24571428571428572,0.0,57.33857142857143,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-02-01,0.21285714285714286,0.0,71.89285714285714,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-02-08,0.26142857142857145,0.0,62.36714285714286,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-02-15,0.15285714285714286,0.0,63.160000000000004,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-02-22,0.24,0.07857142857142858,52.44571428571429,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-03-01,0.3657142857142857,0.2557142857142857,50.46,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-03-08,0.43571428571428567,0.5185714285714286,50.46,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-03-15,0.43142857142857144,0.8828571428571428,44.910000000000004,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-03-22,0.3485714285714286,1.5814285714285714,47.28857142857142,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-03-29,0.48,2.652857142857143,59.059999999999995,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-04-05,0.31,3.5385714285714287,46.76,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-04-12,0.6214285714285713,4.717142857142856,45.702857142857134,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-04-19,0.8014285714285715,6.142857142857143,49.667142857142856,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-04-26,0.8728571428571429,7.252857142857143,55.09428571428571,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-05-03,0.5285714285714286,8.572857142857142,47.55285714285714,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-05-10,0.28285714285714286,10.062857142857142,40.144285714285715,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-05-17,0.19571428571428573,11.497142857142858,36.57,3.2,3.84,37.9,15.5,44648.71,0
Australia,2021-05-24,0.47428571428571425,13.455714285714285,57.208571428571425,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-05-31,1.9457142857142855,16.044285714285714,73.87428571428572,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-06-07,0.3157142857142857,13.115714285714287,63.82285714285715,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-06-14,0.47428571428571425,20.324285714285715,53.24,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-06-21,1.2814285714285716,22.07857142857143,58.002857142857145,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-06-28,1.5042857142857142,23.669999999999998,68.58857142857143,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-07-05,2.992857142857143,25.32857142857143,68.06,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-07-12,4.771428571428571,27.10571428571429,68.06,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-07-19,6.87,29.135714285714283,68.06,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-07-26,9.088571428571429,31.397142857142857,68.06,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-08-02,12.611428571428572,33.815714285714286,68.06,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-08-09,19.7,36.66571428571428,70.17428571428572,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-08-16,33.440000000000005,40.105714285714285,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-08-23,44.38285714285714,44.05428571428571,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-08-30,60.48857142857143,48.18571428571429,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-09-06,68.67714285714285,52.00571428571429,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-09-13,67.07000000000001,55.91428571428571,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-09-20,68.14285714285714,59.89714285714285,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-09-27,83.97142857142856,63.46857142857142,71.76,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-10-04,83.31714285714285,66.38285714285715,72.95142857142858,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-10-11,83.67714285714285,68.79285714285713,74.54,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-10-18,75.01857142857143,70.72571428571429,70.57142857142857,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-10-25,54.77428571428572,72.30428571428571,63.43,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-11-01,52.70285714285715,73.39285714285714,59.81714285714286,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-11-08,47.44142857142857,74.33571428571429,59.67857142857143,3.2,3.84,37.9,15.5,44648.71,1
Australia,2021-11-15,50.87,75.30428571428571,71.60571428571428,3.2,3.84,37.9,15.5,44648.71,1
